TripID,Questionnaire,Income,Gender,Age,Occupation,Education,HouseHoldSize,HouseHold16,driversLicense,carAvail,OriginLoc,DestLoc,startActiv,endActiv,tripStart_time,tripDuration,TripDay,realTravelTime.Walk,realShortestDistance.Walk,realTravelTime.Car,realShortestDistance.Car,realTravelTime.MrC,realShortestDistance.MrC,realTravelTime.Bus,realShortestDistance.Bus,realAccessWalkTime.Bus,realAccessWalkDist.Bus,realEgressWalkTime.Bus,realEgressWalkDist.Bus,mode
3143,1435,<10000,Male,25-34,Employed,University,2,2,0,FALSE,3,4,ChangeMode,Home,0.67,65,7,11332,15273,1464,18609,1464,18609,3134,18609,410,560,53,70,Bus
3149,1437,<10000,Female,65+,Retired,Lyceum,2,2,1,FALSE,2,3,Shopping,Home,0.54,40,7,4821,6064,977,6203,977,6203,2780,6203,89,116,182,249,Bus
3154,1439,<10000,Female,45-54,Employed,Lyceum,2,2,1,TRUE,1,2,Home,Work,0.3,10,7,3581,4833,410,4849,410,4849,699,4849,144,179,83,124,Bus
3155,1439,<10000,Female,45-54,Employed,Lyceum,2,2,1,TRUE,2,3,Work,Home,0.65,15,7,3495,4833,368,4849,368,4849,988,4849,164,217,153,217,Bus
3156,1439,<10000,Female,45-54,Employed,Lyceum,2,2,1,TRUE,3,4,Home,Leisure,0.92,15,7,13748,18557,1581,18941,1581,18941,3130,18941,144,179,661,795,Car
3157,1441,10000-20000,Male,25-34,Employed,University,2,2,1,TRUE,1,2,Home,OtherMeetings,0.52,60,7,2302,2796,644,3573,644,3573,1804,3573,709,1002,79,79,Bus
3158,1441,10000-20000,Male,25-34,Employed,University,2,2,1,TRUE,2,3,OtherMeetings,Home,0.63,60,7,2097,2796,664,3934,664,3934,1328,3934,440,721,103,122,Bus
3159,1442,20000-30000,Male,45-54,Employed,HighSchool,5,5,1,TRUE,1,2,Home,Work,0.33,15,7,7330,9641,800,11738,800,11738,3837,11738,141,152,735,915,Car
3161,1443,10000-20000,Female,35-44,Unemployed,Lyceum,4,2,1,TRUE,1,2,Home,HealthActivities,0.44,30,7,8594,11457,915,13980,915,13980,2969,13980,55,90,153,240,Car
3162,1443,10000-20000,Female,35-44,Unemployed,Lyceum,4,2,1,TRUE,2,3,HealthActivities,Home,0.48,30,7,8902,11459,989,16252,989,16252,3322,16252,85,122,83,99,Car
3167,1446,10000-20000,Male,35-44,Employed,Lyceum,3,3,1,TRUE,1,2,Home,Work,0.31,15,7,7409,8325,938,13757,938,13757,2889,13757,645,848,208,288,Car
3168,1446,10000-20000,Male,35-44,Employed,Lyceum,3,3,1,TRUE,2,3,Work,Work,0.37,15,7,4028,5913,750,7534,750,7534,2382,7534,217,255,1303,1589,Car
3169,1446,10000-20000,Male,35-44,Employed,Lyceum,3,3,1,TRUE,3,4,Work,Work,0.42,15,7,5458,7744,630,9315,630,9315,3663,9315,506,740,216,299,Car
3170,1446,10000-20000,Male,35-44,Employed,Lyceum,3,3,1,TRUE,4,5,Work,Work,0.45,30,7,9642,12287,1308,18802,1308,18802,3315,18802,212,285,120,119,Car
3171,1446,10000-20000,Male,35-44,Employed,Lyceum,3,3,1,TRUE,5,6,Work,Home,0.54,30,7,6071,8207,1247,16016,1247,16016,2233,16016,54,93,140,181,Car
3172,1446,10000-20000,Male,35-44,Employed,Lyceum,3,3,1,TRUE,6,7,Home,School,0.75,15,7,2907,3770,622,3776,622,3776,1152,3776,911,3447,241,293,Bus
3173,1446,10000-20000,Male,35-44,Employed,Lyceum,3,3,1,TRUE,7,8,School,Home,0.92,15,7,2816,3734,880,6457,880,6457,1212,6457,222,294,181,199,Bus
3176,1448,10000-20000,Female,45-54,Retired,University,3,2,1,TRUE,1,2,Home,DropSomebody,0.73,20,7,5543,7737,940,9230,940,9230,2305,9230,1374,6359,63,76,Car
3185,1451,<10000,Female,25-34,Employed,Lyceum,4,4,1,TRUE,2,3,Work,Home,0.83,75,7,9354,11541,1239,11777,1239,11777,2982,11777,90,115,226,328,Bus
3186,1452,<10000,Male,45-54,Employed,Lyceum,1,1,1,FALSE,1,2,Home,Work,0.54,50,7,5499,7394,1385,7898,1385,7898,2312,7898,210,293,40,49,Bus
3187,1452,<10000,Male,45-54,Employed,Lyceum,1,1,1,FALSE,2,3,Work,HorkRelatedActivities,0.71,60,7,1677,2204,462,2393,462,2393,897,2393,360,449,63,83,Bus
3188,1452,<10000,Male,45-54,Employed,Lyceum,1,1,1,FALSE,3,4,HorkRelatedActivities,Home,0.88,70,7,7114,9406,1510,10345,1510,10345,2746,10345,46,64,176,230,Bus
3189,1454,10000-20000,Male,45-54,Employed,Lyceum,4,2,1,TRUE,1,2,Home,Work,0.35,60,7,4025,5336,491,5451,491,5451,2241,5451,243,360,996,1232,Car
3190,1454,10000-20000,Male,45-54,Employed,Lyceum,4,2,1,TRUE,2,3,Work,Work,0.42,50,7,5529,7694,571,9307,571,9307,2246,9307,546,824,340,472,Car
3191,1454,10000-20000,Male,45-54,Employed,Lyceum,4,2,1,TRUE,3,4,Work,Home,0.5,30,7,8947,11947,895,12658,895,12658,2614,12658,280,363,286,355,Car
3195,1456,<10000,Female,35-44,Employed,Lyceum,1,1,1,TRUE,1,2,Home,Work,0.6,30,7,14903,20174,1428,21256,1428,21256,3669,21256,362,467,62,89,Car
3196,1456,<10000,Female,35-44,Employed,Lyceum,1,1,1,TRUE,2,3,Work,Home,0.79,40,7,14728,20174,1492,21522,1492,21522,3546,21522,66,89,115,144,Car
3197,1456,<10000,Female,35-44,Employed,Lyceum,1,1,1,TRUE,3,4,Home,OtherMeetings,0.9,15,7,5194,6414,820,12036,820,12036,2562,12036,99,144,195,207,Car
3198,1456,<10000,Female,35-44,Employed,Lyceum,1,1,1,TRUE,4,5,OtherMeetings,Home,0.98,10,7,4845,6416,744,11649,744,11649,2629,11649,875,1360,330,467,Car
3199,1457,20000-30000,Female,45-54,Employed,University,3,2,1,TRUE,1,2,Home,ChangeMode,0.23,50,7,9389,12667,1638,21569,1638,21569,3642,21569,1352,4963,333,414,Bus
3202,1457,20000-30000,Female,45-54,Employed,University,3,2,1,TRUE,4,5,ChangeMode,Home,0.7,85,7,9508,12667,1629,14059,1629,14059,2836,14059,317,415,50,57,Bus
3203,1458,10000-20000,Male,25-34,Employed,Lyceum,1,1,1,TRUE,1,2,Home,Work,0.24,5,7,1796,1968,292,2026,292,2026,1014,2026,138,210,284,333,Car
3204,1458,10000-20000,Male,25-34,Employed,Lyceum,1,1,1,TRUE,2,3,Work,Home,0.58,20,7,1259,1968,273,2055,273,2055,1021,2055,253,429,409,601,Car
3205,1459,10000-20000,Male,25-34,Employed,University,2,2,1,TRUE,1,2,Home,Work,0.33,60,7,4572,5688,952,9121,952,9121,1807,9121,241,350,382,420,Bus
3206,1459,10000-20000,Male,25-34,Employed,University,2,2,1,TRUE,2,3,Work,Home,0.83,75,7,4217,5687,1132,5885,1132,5885,1523,5885,350,463,83,95,Bus
3210,1461,<10000,Female,45-54,Unemployed_other,HighSchool,3,3,1,TRUE,2,3,Shopping,Home,0.52,5,7,2917,3922,319,3922,319,3922,539,3922,393,3646,146,167,Car
3212,1461,<10000,Female,45-54,Unemployed_other,HighSchool,3,3,1,TRUE,4,5,Shopping,Home,0.72,5,7,2917,3922,319,3922,319,3922,539,3922,393,3646,146,167,Car
3213,1464,<10000,Male,35-44,Unemployed,University,2,2,1,TRUE,1,2,Home,OtherMeetings,0.75,15,7,1583,2087,414,2189,414,2189,799,2189,80,99,92,135,Car
3215,1465,<10000,Female,16-24,Student,Lyceum,3,2,1,TRUE,1,2,Home,HealthActivities,0.4,15,7,4089,5357,686,8920,686,8920,2717,8920,83,125,444,423,Car
3216,1465,<10000,Female,16-24,Student,Lyceum,3,2,1,TRUE,2,3,HealthActivities,Home,0.56,20,7,4170,5356,685,9580,685,9580,2156,9580,252,423,45,65,Car
3217,1466,<10000,Female,25-34,Employed,Lyceum,5,4,1,TRUE,1,2,Home,Other,0.42,25,7,841,1190,271,1190,271,1190,525,271,57,86,98,160,Walk
3218,1466,<10000,Female,25-34,Employed,Lyceum,5,4,1,TRUE,2,3,Other,Home,0.46,30,7,944,1190,251,1190,251,1190,456,251,378,1277,78,89,Walk
3219,1466,<10000,Female,25-34,Employed,Lyceum,5,4,1,TRUE,3,4,Home,Leisure,0.71,15,7,1149,1676,420,2227,420,2227,1195,2227,1002,1441,69,93,Car
3220,1466,<10000,Female,25-34,Employed,Lyceum,5,4,1,TRUE,4,5,Leisure,Home,0.81,10,7,1386,1676,396,2173,396,2173,1121,2173,590,733,92,115,Car
3221,1467,30000-40000,Female,45-54,Houseworks,University,4,4,1,TRUE,1,2,Home,HealthActivities,0.38,15,7,3597,5047,1048,5794,1048,5794,2008,5794,173,281,150,199,Car
3223,1467,30000-40000,Female,45-54,Houseworks,University,4,4,1,TRUE,3,4,Leisure,Home,0.6,30,7,5827,7183,1021,8284,1021,8284,2607,8284,293,994,174,164,Car
3224,1469,10000-20000,Female,16-24,Employed,University,3,2,1,TRUE,1,2,Home,Work,0.67,60,7,5233,7184,1101,10262,1101,10262,2594,10262,659,1026,220,254,Bus
3225,1469,10000-20000,Female,16-24,Employed,University,3,2,1,TRUE,2,3,Work,Home,0.88,40,7,5728,7183,1182,7518,1182,7518,2051,7518,143,228,62,77,Bus
3226,1470,20000-30000,Female,45-54,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.31,30,7,15976,21737,1704,31578,1704,31578,5322,31578,652,825,213,297,Car
3227,1470,20000-30000,Female,45-54,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.67,30,7,16208,21736,1696,31644,1696,31644,5343,31644,410,560,560,779,Car
3228,1470,20000-30000,Female,45-54,Employed,University,4,2,1,TRUE,3,4,Home,Shopping,0.79,15,7,2999,4114,494,5096,494,5096,2497,5096,569,721,1268,1611,Car
3229,1470,20000-30000,Female,45-54,Employed,University,4,2,1,TRUE,4,5,Shopping,Home,0.9,15,7,3110,4114,582,5869,582,5869,2316,5869,1093,5249,560,779,Car
3230,1471,<10000,Female,65+,Houseworks,PrimarySchool,2,2,1,TRUE,1,2,Home,Leisure,0.42,60,7,18679,25233,1884,28245,1884,28245,4312,28245,2030,19108,301,399,Bus
3232,1471,<10000,Female,65+,Houseworks,PrimarySchool,2,2,1,TRUE,3,4,Shopping,Home,0.71,60,7,18417,24767,1870,27535,1870,27535,4954,27535,2191,7714,1190,1649,Bus
3233,1472,<10000,Female,65+,Retired,PrimarySchool,2,2,0,TRUE,1,2,Home,Shopping,0.41,40,7,6363,8719,658,10917,658,10917,2691,10917,73,73,141,193,Car
3234,1472,<10000,Female,65+,Retired,PrimarySchool,2,2,0,TRUE,2,3,Shopping,Home,0.47,15,7,6353,8720,852,10028,852,10028,2130,10028,148,196,45,73,Car
3235,1473,10000-20000,Male,35-44,Unemployed,Lyceum,4,2,1,TRUE,1,2,Home,Work,0.38,20,7,1351,1756,333,1881,333,1881,1046,1881,52,70,443,493,Car
3236,1473,10000-20000,Male,35-44,Unemployed,Lyceum,4,2,1,TRUE,2,3,Work,Home,0.44,30,7,1309,1756,337,2274,337,2274,904,2274,357,484,138,183,Car
3239,1475,10000-20000,Female,45-54,Employed,University,2,2,1,TRUE,1,2,Home,Work,0.31,15,7,3259,3992,754,6097,754,6097,1386,6097,417,476,70,97,Car
3240,1475,10000-20000,Female,45-54,Employed,University,2,2,1,TRUE,2,3,Work,HorkRelatedActivities,0.67,30,7,3831,5320,881,6627,881,6627,2055,6627,69,94,98,151,Car
3241,1475,10000-20000,Female,45-54,Employed,University,2,2,1,TRUE,3,4,HorkRelatedActivities,Home,0.73,40,7,1826,2336,488,2830,488,2830,993,2830,315,480,320,407,Car
3253,1479,<10000,Female,65+,Retired,PrimarySchool,2,1,0,FALSE,1,2,Home,Shopping,0.33,10,7,1541,2039,306,2101,306,2101,1242,306,623,839,190,285,Walk
3254,1479,<10000,Female,65+,Retired,PrimarySchool,2,1,0,FALSE,2,3,Shopping,Home,0.35,10,7,1472,2039,315,2323,315,2323,890,315,211,276,243,334,Walk
3255,1480,10000-20000,Male,55-64,Employed,Lyceum,4,4,1,TRUE,1,2,Home,Work,0.3,20,7,5193,7093,703,7092,703,7092,1482,7092,219,304,282,383,Car
3256,1480,10000-20000,Male,55-64,Employed,Lyceum,4,4,1,TRUE,2,3,Work,Home,0.67,10,7,5249,7094,770,7673,770,7673,1951,7673,706,960,237,303,Car
3257,1481,20000-30000,Male,16-24,Student,Lyceum,4,4,1,TRUE,1,2,Home,School,0.34,50,7,4967,6622,934,11928,934,11928,2369,11928,437,616,414,479,Bus
3258,1481,20000-30000,Male,16-24,Student,Lyceum,4,4,1,TRUE,2,3,School,Home,0.54,30,7,5062,6622,892,11680,892,11680,2427,11680,230,343,697,896,Bus
3259,1482,10000-20000,Female,55-64,Retired,Lyceum,1,1,1,FALSE,1,2,Home,Leisure,0.42,60,7,5408,7251,1431,8951,1431,8951,2265,8951,83,99,105,151,Bus
3260,1482,10000-20000,Female,55-64,Retired,Lyceum,1,1,1,FALSE,2,3,Leisure,Home,0.6,60,7,5448,7251,996,8034,996,8034,1810,8034,54,76,59,79,Bus
3261,1483,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,1,2,Home,Work,0.33,10,7,1217,1662,223,1662,223,1662,1085,1662,396,538,325,392,Car
3262,1483,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,2,3,Work,PersonalActivities,0.42,10,7,1192,1482,215,1572,215,1572,656,1572,225,316,142,182,Car
3263,1483,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,3,4,PersonalActivities,Work,0.46,15,7,1098,1482,300,2232,300,2232,772,2232,151,213,375,507,Car
3264,1483,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,4,5,Work,Home,0.56,10,7,1293,1662,262,1769,262,1769,1174,1769,225,316,592,764,Car
3265,1483,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,5,6,Home,HorkRelatedActivities,0.63,15,7,467,677,308,1355,308,1355,456,1355,76,114,165,255,Car
3267,1483,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,7,8,HorkRelatedActivities,Home,0.75,10,7,1124,1361,382,2266,382,2266,990,2266,325,1173,665,890,Car
3269,1484,20000-30000,Female,65+,Retired,University,2,2,1,TRUE,2,3,HealthActivities,Home,0.56,30,7,14013,18679,1050,19983,1050,19983,3525,19983,596,3703,155,185,Car
3272,1486,40000-50000,Female,45-54,Employed,University,3,3,1,TRUE,1,2,Home,Work,0.27,30,7,6881,10059,1160,10589,1160,10589,3223,10589,228,313,681,979,Car
3273,1486,40000-50000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,Work,Home,0.63,30,7,8296,10060,1132,10801,1132,10801,3096,10801,831,1032,131,196,Car
3276,1488,10000-20000,Male,35-44,Employed,University,4,2,1,TRUE,1,2,Home,HealthActivities,0.81,15,7,1915,2531,457,2674,457,2674,1451,2674,485,675,477,577,Car
3277,1488,10000-20000,Male,35-44,Employed,University,4,2,1,TRUE,2,3,HealthActivities,Home,0.85,15,7,1972,2531,450,2742,450,2742,1340,2742,251,333,522,626,Car
3278,1489,<10000,Female,65+,Retired,PrimarySchool,1,1,0,FALSE,1,2,Home,Leisure,0.42,60,7,5998,7918,1426,8247,1426,8247,2247,8247,313,427,168,238,Bus
3279,1489,<10000,Female,65+,Retired,PrimarySchool,1,1,0,FALSE,2,3,Leisure,Home,0.5,30,7,5966,7919,1465,8483,1465,8483,2826,8483,267,314,239,307,Bus
3282,1491,10000-20000,Female,45-54,Employed,University,5,5,1,TRUE,1,2,Home,Work,0.31,15,7,1232,1754,349,1947,349,1947,955,349,330,454,129,162,Walk
3283,1491,10000-20000,Female,45-54,Employed,University,5,5,1,TRUE,2,3,Work,Home,0.58,15,7,1343,1754,338,1993,338,1993,686,338,254,351,131,156,Walk
3284,1492,<10000,Female,35-44,Unemployed,Lyceum,2,2,1,TRUE,1,2,Home,OtherMeetings,0.38,90,7,9936,12989,1295,20266,1295,20266,3189,20266,163,216,245,343,Bus
3285,1492,<10000,Female,35-44,Unemployed,Lyceum,2,2,1,TRUE,2,3,OtherMeetings,Home,0.54,105,7,9785,12925,1265,19298,1265,19298,4076,19298,90,136,137,195,Bus
3289,1494,<10000,Female,55-64,Houseworks,HighSchool,2,2,1,TRUE,2,3,Work,Home,0.67,30,7,2424,3177,622,3258,622,3258,1356,3258,89,116,124,158,Bus
3290,1495,10000-20000,Female,65+,Retired,Lyceum,2,2,1,TRUE,1,2,Home,Shopping,0.46,5,7,1634,2506,303,2614,303,2614,1420,2614,558,925,725,1104,Car
3291,1495,10000-20000,Female,65+,Retired,Lyceum,2,2,1,TRUE,2,3,Shopping,Home,0.52,5,7,2140,2506,318,2614,318,2614,1887,2614,871,1064,855,864,Car
3294,1497,20000-30000,Male,55-64,Employed,University,4,3,1,TRUE,1,2,Home,Work,0.31,20,7,6719,9591,1130,10121,1130,10121,3545,10121,945,1089,754,1090,Car
3295,1497,20000-30000,Male,55-64,Employed,University,4,3,1,TRUE,2,3,Work,Home,0.58,20,7,7777,9593,1035,10297,1035,10297,3858,10297,1032,1297,388,555,Car
3296,1497,20000-30000,Male,55-64,Employed,University,4,3,1,TRUE,3,4,Home,DropSomebody,0.79,10,7,5114,7329,880,8187,880,8187,3072,8187,945,1089,770,961,Car
3297,1497,20000-30000,Male,55-64,Employed,University,4,3,1,TRUE,4,5,DropSomebody,Home,0.88,10,7,5964,7350,759,7876,759,7876,3074,7876,718,967,388,555,Car
3298,1499,<10000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,1,2,Home,Work,0.33,20,7,2137,2899,702,3578,702,3578,1266,3578,322,436,157,233,Bus
3299,1499,<10000,Female,45-54,Unemployed,Lyceum,3,3,1,TRUE,2,3,Work,Home,0.56,35,7,2188,2899,630,3808,630,3808,1575,3808,92,120,210,260,Bus
3306,1501,20000-30000,Male,65+,Retired,University,2,2,1,TRUE,1,2,Home,Shopping,0.67,10,7,2909,3788,572,4329,572,4329,1205,4329,216,326,189,261,Car
3307,1501,20000-30000,Male,65+,Retired,University,2,2,1,TRUE,2,3,Shopping,Home,0.71,30,7,2857,3788,676,4364,676,4364,1255,4364,284,355,149,198,Car
3308,1502,<10000,Male,16-24,Student,Lyceum,2,2,1,FALSE,1,2,Home,School,0.35,30,7,1770,2270,475,2440,475,2440,983,475,232,310,286,315,Walk
3309,1502,<10000,Male,16-24,Student,Lyceum,2,2,1,FALSE,2,3,School,Home,0.67,30,7,1654,2270,499,3378,499,3378,993,499,230,343,307,440,Walk
3312,1502,<10000,Male,16-24,Student,Lyceum,2,2,1,FALSE,5,6,OtherMeetings,Home,0.97,40,7,1374,1954,652,2938,652,2938,1274,652,49,64,803,1093,Walk
3314,1503,<10000,Male,45-54,Unemployed,University,3,2,1,FALSE,2,3,PersonalActivities,Home,0.88,45,7,3953,5221,1152,6416,1152,6416,1790,6416,399,571,198,276,Bus
3319,1506,10000-20000,Female,45-54,Employed,University,4,4,1,TRUE,1,2,Home,ChangeMode,0.38,20,7,4317,5902,626,7171,626,7171,1898,7171,185,250,168,194,Car
3322,1506,10000-20000,Female,45-54,Employed,University,4,4,1,TRUE,4,5,ChangeMode,Home,0.61,25,7,4503,5903,689,7028,689,7028,1600,7028,85,110,101,133,Car
3325,1508,<10000,Male,45-54,Unemployed,University,3,3,1,FALSE,1,2,OtherMeetings,OtherMeetings,0.43,45,7,2578,3443,768,6983,768,6983,1557,6983,410,512,297,371,Bus
3326,1508,<10000,Male,45-54,Unemployed,University,3,3,1,FALSE,2,3,OtherMeetings,Home,0.49,40,7,2700,3441,546,3588,546,3588,1179,3588,350,440,410,551,Bus
3327,1509,20000-30000,Male,16-24,Unemployed,University,4,4,1,TRUE,1,2,Home,PickSomebody,0.77,25,7,7935,10825,962,13257,962,13257,3053,13257,400,602,105,133,Car
3328,1509,20000-30000,Male,16-24,Unemployed,University,4,4,1,TRUE,2,3,PickSomebody,Home,0.79,25,7,8048,10825,993,12262,993,12262,2657,12262,175,220,502,607,Car
3330,1509,20000-30000,Male,16-24,Unemployed,University,4,4,1,TRUE,4,5,Leisure,OtherMeetings,0.98,15,7,7935,10825,962,13257,962,13257,3053,13257,400,602,105,133,Car
3336,1513,20000-30000,Male,45-54,Employed,University,7,3,1,TRUE,1,2,Home,Work,0.33,10,7,1323,1744,444,2755,444,2755,1217,2755,280,411,127,164,Car
3337,1513,20000-30000,Male,45-54,Employed,University,7,3,1,TRUE,2,3,Work,Home,0.59,20,7,1309,1744,318,1953,318,1953,1035,1953,287,351,104,134,Car
3338,1513,20000-30000,Male,45-54,Employed,University,7,3,1,TRUE,3,4,Home,OtherMeetings,0.71,15,7,3407,4582,1002,5292,1002,5292,1309,5292,92,134,77,108,Car
3339,1513,20000-30000,Male,45-54,Employed,University,7,3,1,TRUE,4,5,OtherMeetings,Home,0.73,15,7,536,734,157,822,157,822,379,822,109,140,99,140,Car
3340,1514,20000-30000,Female,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.35,20,7,2062,2682,574,2837,574,2837,748,2837,176,271,107,141,Bus
3341,1514,20000-30000,Female,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.72,20,7,2109,2682,688,3551,688,3551,1100,3551,138,192,150,207,Bus
3342,1515,<10000,Female,45-54,Unemployed,University,4,4,1,FALSE,1,2,Home,OtherMeetings,0.42,80,7,5070,6404,769,6603,769,6603,2790,6603,269,368,80,125,Bus
3343,1515,<10000,Female,45-54,Unemployed,University,4,4,1,FALSE,2,3,OtherMeetings,Home,0.54,80,7,4563,6404,886,7416,886,7416,3558,7416,105,138,180,248,Bus
3344,1516,20000-30000,Female,55-64,Retired,HighSchool,4,4,1,TRUE,1,2,Home,Shopping,0.46,5,7,2237,3489,635,4901,635,4901,1427,4901,823,1373,251,334,Car
3345,1516,20000-30000,Female,55-64,Retired,HighSchool,4,4,1,TRUE,2,3,Shopping,Home,0.58,15,7,3186,3448,438,3742,438,3742,1924,3742,81,113,1400,1363,Car
3347,1517,10000-20000,Male,35-44,Employed,Lyceum,4,2,1,TRUE,2,3,Work,HorkRelatedActivities,0.66,15,7,3021,3812,777,4182,777,4182,1444,4182,164,221,133,207,MrC
3348,1517,10000-20000,Male,35-44,Employed,Lyceum,4,2,1,TRUE,3,4,HorkRelatedActivities,Home,0.69,5,7,402,575,272,1017,272,1017,354,1017,151,216,101,132,MrC
3354,1520,20000-30000,Female,45-54,Employed,University,4,1,1,TRUE,1,2,Home,Work,0.29,20,7,8091,11722,1466,12489,1466,12489,3063,12489,156,167,563,770,Car
3355,1520,20000-30000,Female,45-54,Employed,University,4,1,1,TRUE,2,3,Work,Home,0.6,45,7,9828,11724,1390,12664,1390,12664,2793,12664,390,475,53,93,Bus
3356,1521,<10000,Female,25-34,Unemployed_other,Lyceum,5,4,1,TRUE,1,2,Home,PersonalActivities,0.38,10,7,4400,6255,584,7142,584,7142,1076,7142,316,377,157,240,Car
3357,1521,<10000,Female,25-34,Unemployed_other,Lyceum,5,4,1,TRUE,2,3,PersonalActivities,Home,0.65,20,7,4917,6221,576,7281,576,7281,995,7281,71,98,245,378,Car
3358,1522,20000-30000,Female,45-54,Employed,University,1,1,1,TRUE,1,2,Home,Work,0.35,20,7,12640,17664,1304,21858,1304,21858,4479,21858,263,343,773,1062,Car
3359,1522,20000-30000,Female,45-54,Employed,University,1,1,1,TRUE,2,3,Work,Home,0.69,30,7,13959,17842,1281,22276,1281,22276,4091,22276,220,303,266,356,Car
3368,1526,20000-30000,Male,55-64,Retired,Lyceum,4,4,1,TRUE,1,2,Home,HealthActivities,0.38,30,7,4571,6039,912,10470,912,10470,2080,10470,671,875,597,679,Car
3369,1526,20000-30000,Male,55-64,Retired,Lyceum,4,4,1,TRUE,2,3,HealthActivities,Home,0.44,15,7,4633,6039,944,11935,944,11935,2153,11935,542,780,729,909,Car
3371,1528,20000-30000,Female,35-44,Employed,Lyceum,4,2,0,TRUE,2,3,ChangeMode,Home,0.6,30,7,13912,18844,1535,19455,1535,19455,3183,19455,2320,18947,863,1155,Bus
3375,1530,<10000,Female,65+,Retired,HighSchool,1,1,1,FALSE,2,3,OtherMeetings,Home,0.56,55,7,14990,21078,1641,29175,1641,29175,4658,1641,1995,9824,529,702,Walk
3376,1531,<10000,Female,65+,Retired,PrimarySchool,7,5,1,TRUE,1,2,Home,HorkRelatedActivities,0.17,60,7,41090,55137,3237,72020,3237,72020,6711,72020,332,448,533,4856,Car
3377,1531,<10000,Female,65+,Retired,PrimarySchool,7,5,1,TRUE,2,3,HorkRelatedActivities,Home,0.63,60,7,39426,54933,3162,73277,3162,73277,6359,73277,559,4961,322,450,Car
3378,1532,10000-20000,Male,16-24,Unemployed_other,University,3,3,0,TRUE,1,2,Home,OtherMeetings,0.83,45,7,3774,5014,911,5495,911,5495,1838,5495,163,204,74,90,Bus
3379,1532,10000-20000,Male,16-24,Unemployed_other,University,3,3,0,TRUE,2,3,OtherMeetings,Leisure,0.88,20,7,839,1138,289,1815,289,1815,794,289,164,240,320,403,Walk
3380,1532,10000-20000,Male,16-24,Unemployed_other,University,3,3,0,TRUE,3,4,Leisure,Home,0.95,40,7,2952,3876,681,5432,681,5432,1468,5432,274,403,84,102,Bus
3382,1533,20000-30000,Female,45-54,Retired,University,4,4,1,TRUE,2,3,ChangeMode,Shopping,0.64,45,7,6518,9570,1133,12010,1133,12010,2071,12010,1885,9352,186,251,Bus
3384,1533,20000-30000,Female,45-54,Retired,University,4,4,1,TRUE,4,5,ChangeMode,Home,0.95,5,7,1196,1880,245,2455,245,2455,990,2455,102,483,888,1360,Car
3385,1534,20000-30000,Female,45-54,Employed,MSc,4,2,1,TRUE,1,2,Home,Work,0.38,10,7,1505,1893,473,2588,473,2588,1241,2588,226,368,798,926,Car
3387,1534,20000-30000,Female,45-54,Employed,MSc,4,2,1,TRUE,3,4,Home,DropSomebody,0.82,15,7,2996,3635,671,3900,671,3900,2164,3900,168,268,145,180,Car
3388,1534,20000-30000,Female,45-54,Employed,MSc,4,2,1,TRUE,4,5,DropSomebody,Home,0.9,30,7,2701,3635,650,3890,650,3890,1509,3890,623,996,301,337,Car
3389,1535,10000-20000,Female,16-24,Student,University,3,3,1,TRUE,1,2,Home,Work,0.5,20,7,8458,11429,1164,13088,1164,13088,2939,13088,135,183,99,129,Car
3390,1535,10000-20000,Female,16-24,Student,University,3,3,1,TRUE,2,3,Work,Home,0.54,30,7,8608,11429,1118,13203,1118,13203,3078,13203,94,122,124,164,Car
3391,1536,10000-20000,Male,35-44,Employed,University,3,2,1,TRUE,1,2,Home,Work,0.31,15,7,7274,10043,1007,12921,1007,12921,2527,12921,109,148,198,284,Car
3392,1536,10000-20000,Male,35-44,Employed,University,3,2,1,TRUE,2,3,Work,Home,0.67,20,7,7444,10028,1089,11619,1089,11619,2473,11619,206,276,146,191,Car
3393,1537,<10000,Male,55-64,Employed,University,4,4,1,TRUE,1,2,Home,Work,0.33,60,7,4447,5854,888,11713,888,11713,1756,11713,294,390,99,129,Car
3400,1542,<10000,Female,35-44,Employed,MSc,1,1,1,FALSE,3,4,Leisure,Home,0.91,15,7,2604,3197,565,3525,565,3525,1117,3525,89,116,130,142,Car
3401,1543,10000-20000,Female,55-64,Houseworks,Lyceum,2,2,1,TRUE,1,2,Home,Shopping,0.44,60,7,5233,7886,1379,10739,1379,10739,2753,10739,1039,1706,152,195,Bus
3402,1543,10000-20000,Female,55-64,Houseworks,Lyceum,2,2,1,TRUE,2,3,Shopping,Home,0.57,45,7,7325,7887,1310,12094,1310,12094,3316,12094,152,195,1642,1646,Bus
